6CE5 217A
8768 A390
A4AF AD07
994D 92A2
9927 6810
5B39 7BD0
90CB A7A4
63E3 5013
56FE 7375
7DB4 7506
6310 6450
994C 9BEE
9A10 8C0E
431D 693F
657E 9360
5149 7AEE
7132 6383
8E90 692F
783F 8DF4
6D20 9E0C
A99B 706C
363E 916C
A794 B29D
6E95 57B7
7D80 8B61
6F1F 9A94
B15F 7CF4
589B A7A0
8060 C65C
90E0 8AFC
4C72 7886
6290 9F43
7B42 9AF2
63A0 2F65
65E6 7FE9
74CD 735F
94C9 8CB1
7508 79CD
A282 7D46
6012 6460
57F0 9781
BDA4 B4F6
6AF2 64DF
560D 534B
4841 80A3
A267 7F15
7514 A578
77E1 58AA
7AE7 6EC9
A06A 3B46
7A41 ABFF
CB02 8804
8447 712B
A1FA 55AF
99C4 589F
7ED5 8D41
6D37 5C8F
8A9F 8354
9052 C15F
6DAD 74E0
8552 613B
A78E 8C39
C23D 58C6
9B56 B70A
BB9B ACEA
6BDC 7ABF
9675 6349
AAD5 7260
6351 7689
7076 8C46
B79C A144
60CB 5ED4
5515 A059
B0E5 93C4
A64B 6FC0
8DD3 5D39
7E89 83B8
71F7 5E17
8905 A0C1
B28D 5C09
87A2 9186
C557 7D6B
6344 6E0F
7F5E 7CB5
740F A28F
5D46 59D9
7B19 72CF
8D5A 67F1
90C6 7EC3
C574 6A17
8EDC 476B
A4CD 5E3C
821D B468
B5B2 87E5
CCC0 86CB
90FE 76F4
603C 7E59
6E70 723E
8905 90DC
8E9B 8339
9659 5A84
8EB9 881E
8039 3151
6BA4 8D3E
8CD6 52E6
BB5C 7CED
A0A3 59C5
911C 8017
A0F2 9281
7420 B017
6FBC 4EAD
6812 9F37
7BFD 8432
727E 7194
A6AA 9850
70CA 7873
6650 96F6
BE29 603F
718E 6BBE
84E9 9E31
8E71 AF88
5BA0 7EE1
A789 26CE
9463 79A1
B1DE 8109
6A43 788D
832C 8AC3
8142 70BD
8871 9AD8
5173 5AAA
838B A794
525A B19A
8B77 62C8
3BE2 62C3
44BF 8D24
9A31 5A02
6E80 703C
6063 A347
A8AA 979A
8A7B BF5D
9BE8 8577
7AAE 6C74
D5BF 81A3
6CA7 7B2E
B7D2 7BA1
7E09 7F3D
4B0E 622E
8F73 8907
8A12 52EC
5E5B 690F
627D 7C32
7F35 37B1
8B31 989B
30F0 3E4C
A1B3 956D
702D 56A1
5562 730A
9E1D 909C
7F3E C657
A6EA 83B9
8E03 408E
7FF3 9E84
7B1C 7894
8F72 823C
72C4 91DA
64B7 38C9
9384 8035
7B60 72E3
8112 A719
A2DC 9744
7C5B 4BEF
807B A867
6CCF 8E62
8DC8 4E7C
8B31 81C8
9CD3 A11D
6D77 5926
7159 AC15
9959 4F98
8812 66AE
6300 61D4
A9CF AC0F
49A6 7049
9918 5ACA
5783 8E3F
BC58 9528
4E92 955C
A4DF 7751
7D63 8825
7444 6B31
85EE B597
9438 A49D
630F A2A7
65E5 9969
94C9 90A1
495D 582E
6D4D 9444
E14D 83A8
6106 A86D
A4BA 99D6
6D3F 919C
904A 4A1A
94F0 7D26
A420 6E25
7997 8813
BFA4 72B3
6D24 772B
877E 8EB0
87D9 722B
5C18 83E4
76DA 4F60
852B 655C
722C 94FE
CE1C 58A2
6529 A7DC
A5BD 9F2E
9B68 776A
7F8E DFF5
6450 A7C7
676A 619F
6F6C 97E0
46DB 821B
5FE3 6725
508F 5DC3
AB11 9FD6
93CA 6CDD
9926 7CBD
92D7 6286
8557 680F
AEBD 7BF0
6C74 8C6B
8369 2D2C
97E7 808A
55B8 681F
E317 ACE0
80EA DE2B
848B 7480
A838 48E3
9D47 83BD
8137 796D
842A BF15
4FDE B554
6E31 9BB1
908C 6D39
8E34 95B0
A713 887A
7C24 87B8
539B 4E22
A1D0 A1FA
ADF4 8373
9CBE 7CC5
7AC3 6CCB
A16B 669A
EDB9 8A26
83AF 4806
5606 9943
6D3D 5E44
9403 3E1F
4CA5 BA4C
856B 648A
8C2B 68E4
B11F A44E
A9ED BB57
9BAA 4EF1
3ACB 6167
9D79 63C1
9693 9DE9
8830 B473
48A2 5D6E
6724 AD45
5AA9 694F
3F85 8AC1
7FE8 5750
6678 7C19
D402 7C71
7A99 75EA
A966 8C51
4DC9 5FC6
6F09 63B8
8319 8E03
62F0 AAF1
727D 7F45
7906 901E
7883 9842
BB5D 9A93
8C1A 617C
8F58 6722
9144 69EA
939A BDB7
7D58 9043
75BC 8ED3
8556 8BB8
A504 55BC
A40A BE05
784E 8F55
9892 9724
79C5 4780
8115 98F2
70D8 7499
7A2F 55AB
AAEC 617A
82F5 5785
8454 56FB
51B0 81F0
761A 739F
7847 8AB0
6577 B5A1
80B1 7BDB
7244 3829
828F 7841
83E3 A630
616A 7D3F
733D B0F0
8279 8E7E
A5E5 452C
8837 8381
6AD1 8981
8CC4 A292
B6A4 BA3A
9D55 9D0C
9185 8E18
9738 95A3
AE14 7A9F
A26B 5130
9222 8153
A232 8BB0
5D63 597B
4FED AA73
8506 A02C
8232 541A
6E98 ABB4
9A6D 7622
4463 6716
6EE3 A289
707B 7E5D
4BA3 BCC6
AFD4 64B5
5481 4896
6D2C 7706
9D0E 9941
94AC 6254
5C89 556F
95D6 8753
8945 5129
CAA8 89D0
8CED 7519
7B7A 8FD2
6497 53B7
682F A98A
6593 7A24
ABE0 986E
8093 9EB7
9216 5AF6
B074 9C3B
3487 5265
A8EC 5427
81C5 BED9
8DEB A394
657D C25B
67D6 7427
8FA4 8347
CC4E 90E0
A01B 7F9C
A87F 681F
79DB 6353
6CCB 86D7
6703 5DDC
7060 5CF6
3E4F 8C98
68CD 7CF4
6E11 9DFD
7A63 7267
8437 6D66
8B99 8D8D
7F85 6603
6D64 6AF0
412C 6C35
6D97 794A
60E1 B8B7
8EEA 53F1
9D18 A974
9E08 979B
9838 B224
7BBA E45F
6F4C ADCE
6817 9D9F
4FC2 5600
9FBD 5A0A
7A68 8B86
581D 49A9
658D 93B1
6441 3BAE
8160 A4DF
A228 75B4
74DD 840D
37EB 680D
79F2 433F
7B00 A782
78CD AABE
6BEB 74C0
86F5 952E
821D 737D
7F34 893B
8D34 984A
723E 91C3
706D AAE9
AC29 909A
91E6 80E6
9A76 67A2
A73C 70B0
90D4 99EB
9DB5 4FF1
4D76 A362
8688 7700
7A27 65CD
B5AF 5CD7
9DAF 9594
6BD3 7F88
8BED B2D7
855D 5794
8E89 6D7F
5F65 7D0C
8B85 67F0
78B2 8032
8909 8A39
68D1 8F80
6D47 B032
A590 5649
5E59 8ACE
60B6 6B4C
7E59 8DC2
674C 8DCD
63AD 606B
835C 6329
4FD6 905F
5FBE 80BF
C1BB 78F8
8EB4 950E
681C 976A
8D62 6F0D
9227 64BB
9FD2 579E
7BEE 8112
9F3F 5275
3EC5 832E
5E32 A6F0
853E 74B0
8A8C 6ED7
62D2 BFEE
884D B04F
6C09 6788
7723 8472
A0CA 8A84
9D16 8684
6018 BA11
5E2A 82CA
72D7 8797
7F24 9609
6AF2 A613
A14C 9DFB
8B1D 9137
8CFE 4E1F
5778 7061
A55A 9A38
25C1 8803
9AB0 9A6F
9DE5 BC63
7229 5A56
A8BB A469
7DFB 756D
81FF 9DEE
8ADD 7EAE
E5F8 C410
AB05 8429
966F 6B80
62CA 8D6F
8498 8A5D
65FA A46B
9A4E 8E56
847E CF33
5C03 7C6F
8298 7CCF
64D1 6CAC
84D6 82BD
6482 8764
80E1 88FF
9803 8226
7E4D 6C7C
737D 63C9
8681 73FE
964F A487
5C91 AB6A
8857 7D89
AA29 61DE
925B 7D67
81D9 C2EE
9478 9FF7
8E7A 919F
981D 9ECE
3F3B B14C
4E4A 5B1B
A027 7374
4FD4 6F14
8CD9 92C9
74BC 851F
601F 9833
8B30 6FC7
866E ABE7
C387 7DC8
6C01 9639
AE15 A640
8B47 A3AF
6AD8 8B8B
9993 9A38
921A B7BB
8125 906F
8885 68A6
6CE5 92A8
6593 7ECE
984D 34DD
78D5 8EC8
7D6F 83BB
88F4 A501
887D 67FF
5242 4FD1
A928 8565
83E0 8C2A
7983 8300
8DC9 80A9
8791 5DCC
988B 7B8D
9137 74D9
96F8 A253
AB3B 8C23
9C46 771A
7ADD B72A
5C11 7765
B55E 91D9
7864 7AA8
70DC B432
486C 82C7
8AD4 83B9
84C3 7B86
4F84 8649
8E81 A662
700E 9B11
D617 80E6
6DC7 B671
7212 9BEF
6401 71FA
A8E4 53D4
7412 72B8
68CD 8D3A
969F 931C
53D4 AB7E
9400 5CF9
B901 71F2
9221 5A50
9469 5528
9BD7 6BE8
B6B5 8BBB
A6B7 98AF
8E11 61A7
9CEC 661A
63A6 470B
98D7 86DB
5FD2 6892
7441 B537
1D5B 8D1D
8CD8 7A83
6B65 6B7C
A38E 502B
8C7C 543A
A3F8 6C17
5D53 69A2
A13A 6006
C363 8C11
9873 9074
994A 7152
856D BDEC
6F35 481A
985B 81DC
4FCE 7901
72A1 6E60
4753 69AC
697B 7FC6
948B 78C8
902C 7375
81A1 5670
8573 4C38
43A6 76C4
7413 7322
6A32 79B1
6AE8 7C86
932F 6F47
6476 7933
6CA6 64AF
3D36 B0C4
7696 6668
5D30 7420
8288 68D6
6190 684D
8358 80C9
7B5E 7CBA
B581 714C
8FE9 76ED
4521 68F7
5786 8CDA
81C4 C1C4
623E 6401
2103 8C9B
AB2F 8170
970C 9565
90AB 964C
6C90 8692
8DAF 7EB9
6975 7218
868E 6785
628A 7CE6
B085 56E4
4DC0 6CFF
A76E A36B
813E 8327
7056 9C90
8558 AF07
9777 7A55
ABBC 86A2
8A05 7657
637F 65FF
81C7 6181
BA23 9AFB
AB20 86AD
9D14 BB17
9976 9F1B
9661 6899
A514 9AE4
7163 763C
54A3 A6F0
8235 706F
65D6 5E52
5E3D 6689
68F3 682B
CF87 651C
845B 6DAD
8B94 9B6A
58E2 B979
44FF 556F
65CA A86E
AE05 70B6
8AB2 8B21
9327 4B11
97A2 90C4
6D13 3FD4
AC6A 8A0B
6BC0 883B
ACFF 861C
8E27 687B
46C0 9195
6810 8C83
46E1 7948
A539 957F
7F35 7CF0
38B1 90EB
8C06 7BF8
6ECF 86EF
5084 9264
B5B1 7344
836E 5884
769C 88D5
7337 A60F
4F93 8992
5641 8A2E
A91E 7EA6
70D5 97A6
80B4 7A0C
3E94 7179
55D2 A35E
9383 6F05
8C16 9C76
B81B A363
AAF9 9223
789E 5806
8F22 80DE
75DE 7989
C1C1 7020
A4C4 8491
856E 989D
8669 7153
AE3C 7A84
928B 7849
B1E0 A53E
39CD 77C5
8EC2 587F
6F81 4DA6
B834 8B9B
B17C 67A8
810C 9566
B123 5566
B90F 6EC1
8261 556B
CF1A 8DE8
7EFF 94C3
7922 8AD6
9BB5 5D40
74AD 6822
82BB 877F
AD1A 49FE
809D 7848
49C2 B08A
8BC1 7A3D
69B7 505D
9BB0 6C90
9647 6BD1
AF15 C47D
9D0A B54D
A2E3 9763
6A96 7505
99BA A66B
BEFD 5BBA
69F6 A273
B997 9DB1
6E6B 7B28
64BC A474
897A 71B0
96E8 5784
9D2D 9F4B
6139 7D45
8DE7 9341
6A0F BA44
505A 68E3
6247 7B69
67F8 B23A
90B0 9566
A4DE 699B
50DB 6170
8B43 6F19
5A58 685E
9421 8798
6C12 8282
5E5B 88EF
9996 6518
6D37 7DBB
75E3 3E37
38F5 84A3
9E4A A59D
9A44 5268
802C 8F78
4F1E 6C72
A6B3 99AE
6AAD 8513
717E 8CF3
C9FC 8213
697B AA81
97C0 8B1D
91FC 696D
8C7C 8328
8906 7432
8C0B 8532
88B3 7291
7E56 6A57
B05C 8660
55FE 81C9
A0AF A20B
9A50 72B8
9659 409C
A3BE 745B
7D09 4BF4
4431 8D4D
7DAF 4A6F
6048 605F
6894 7467
583E B168
70B9 5DAA
6CE8 8065
33EA 928F
9668 AF7D
C70C 98E3
9366 A301
7981 9BA8
7E3F 594E
7287 8B82
82E1 9B28
7ED0 6164
6516 6D72
B5DA 664C
5069 98B9
96FC 7DC8
7CC2 75BB
BCD3 56FC
8AE8 7DD7
747B 6DD6
7812 87C9
8146 5B6C
5B6E 85B1
6775 71F4
46E1 5805
6276 5586
8301 5A55
899B 7965
40A9 83DF
7B9B 88A2
9207 89D7
7AC9 67BA
6BB8 A1DE
72CF 71D9
6EB2 8E67
6B9F 7ABF
858F 8C05
C9D8 7924
6833 8C98
75D1 7FC3
7E58 9A0A
6A01 65CD
A324 475D
3421 60DA
6F01 A234
9A2F 7B0D
7696 82F2
65BB 5E48
8E1A 8219
9D00 5F45
86BD 63F9
665C 731E
8E99 8E3E
7322 91A8
97D8 9287
AF76 4D2E
2C9F 7FC9
838D 79B3
4874 4EF8
CE23 8082
7105 77FC
97E2 905E
7EDE 8299
664D 6E6B
627E 9D9F
B2BD 38EB
9E97 7DF1
BE31 4793
81C6 62CF
8936 90CB
7773 5739
76D0 5270
5EA8 CC38
82B0 5480
66BE B4D1
8E24 7A7D
8570 6F34
8934 9223
B59A AAC5
7ECB 5B53
9837 6FAC
C1A5 9B19
A9CF 8937
A4E6 A342
762F 907B
8759 B9DC
55D0 85B6
8FF7 8719
88C8 8A4B
80BF 7B70
A0DE 9B23
5959 8795
B450 9938
9CDB 9E39
7DBD 8DB5
7B3D 900E
8F61 5FAB
B0AA 6E63
8340 9AFC
849B AD8E
8094 41E7
B906 6DD4
7432 80C1
7F0E 63DC
AED4 65AD
84B4 8F32
A462 B29A
62D6 3EFB
796E 7A8B
AF80 8ED3
6A5B 98F7
7B28 8A36
8836 B85D
6058 80EC
72C2 A9FB
839A 6B50
817E 81DA
A8F8 5931
B153 9CD3
649A 7C25
838F 8B73
9593 75F8
B085 92C4
96FD 8CB7
894F 602B
9554 6206
958F 7F1C
6250 951B
862B BB9C
AEB1 89B2
795D A03D
8424 4C63
783D C06A
35F4 9361
80A8 7E69
89A8 7ABA
6F99 5C91
5B0D 65B8
63D2 BD22
9874 605A
BF1E 5FBC
AC3C 6987
54FB 59A8
9B59 807D
6AC7 A2D8
6D5E 6C76
7137 540D
9698 8956
9EB2 7E37
7CDC A016
7D67 7174
8EDB 77AC
922D 7B37
A5A3 82D9
56E6 7370
80A4 6E40
5DD2 44C9
7E5E 6DE8
78C3 96E3
7E81 9B35
6668 70EC
5068 A995
3CFA 7F14
7BCD 5530
7235 4B1F
6A5E A6FB
AA52 7410
647F 5926
AD56 37B4
B3F6 7356
4192 8CF3
82F4 69AC
7335 5E4B
22D2 6E6B
51C5 A7C8
98CC 536C
C09D 6B77
9CE2 A6BE
8A5B 8FD0
7F51 85BB
B5D8 6B3F
C4BE 80F9
6D38 6ECA
4000 647F
3CDB 5D70
AA4C 9917
7E7E 7E11
85DD 8A10
46B2 84DA
67E5 8E1C
768B 77D9
86A6 7096
733E 65E9
5ECE 52C0
66E4 5C18
A6AA 744E
87D5 4CB3
9396 53C4
633C A159
