0153A7AB 00B52719
007DDD35 0258B6D5
00D923F9 02B8D6D3
007DDC45 000451AD
01470B5D 0022A1BD
00068D58 007B1F61
00A88225 009FE8AE
0048527F 00406171
005D2F6A 00C8E57B
01928613 00841864
017822E2 0038955E
0065A44B 01DE7F7D
003F8C24 000B780B
01A1550F 00310240
00107858 0087B3E0
0089F2AF 01B3B39F
01A9B8C8 00EBD696
0281192E 00730411
021783C1 006DE84D
0149C750 001E404F
014715C2 02C7022C
00FE217D 03155CD1
002C104D 007A3F6A
00A5CA35 007FB6C2
008445B6 01994F92
00B523AD 000314C5
00608664 0038C204
0162D23F 00659234
00991789 0076CCF7
0143BD8F 003914C3
01F23818 019D04EC
01618C37 012CEA9A
002867C3 0003B28D
010B3CAF 00B114F5
01F159BE 02C97ECE
008F2112 000A9442
023E4C2E 037A3A45
0077C6DF 0071F279
0010E982 0058B583
001898B3 005EA131
0001F85F 00316824
0125641D 01BA3810
02541ABC 00EC3AB3
009DC59A 0123E770
00332EF7 012CF355
006702D8 019EC84F
010E0445 0099E1D9
0016CF2A 00D2664B
00F0A241 0034158D
00D31082 028F8201
00882F34 00D4ECBE
0322C439 0008278D
00ABD41A 0059F8F3
012ACB39 004734AD
00518D88 01F8EBAD
0101A1EE 014AA925
00817857 01531634
0002B09B 00815513
003B6A7A 010B6876
0229E436 006FC975
00748AEC 0253C59C
015D6BF9 010DC532
000BB08F 00223454
00754EC1 0028DA94
00457DB4 0040D7AB
00122EC0 02A857D1
00CCB4F9 004ACC9E
007441F6 00E1DC28
00BB9881 02BE2411
002616CD 00182B83
02E4D4A3 004ABD79
009C8F4E 00BECD1F
01AA0233 004B0968
02D169B4 00C3C8FE
008B9EEF 036300B8
00D31B47 02D9BE2E
0047C15A 00935906
008FC94E 002A4EB0
00ADE336 001F8463
00774933 0079914A
0001D804 01FE2E98
016EE059 016AEAF7
00925551 03AB6EE3
003708F1 027D2B17
00B0B8F1 004AB7A8
0062C20A 0016BB59
00ECA536 003C6E1B
0062342F 006CFAFD
00AC657C 00CB64C7
000CDD65 01B2CECA
00869B68 00799083
002E0D23 02760387
001C2911 00ECCAA1
00CC5696 01142472
00F2A9DE 02901FC1
00524217 007EFA9A
00E5C30D 017EB7BA
000BAE6A 0307204A
006574DF 04566085
00FE592A 00698A32
000C4316 00A0D405
0023B455 01EA1187
00C8C846 001DA7CD
0283857E 0182BD3A
00C6564C 00DE6311
0013D91F 0064EA95
022B5015 014FBA6A
01A3DE73 006F88DB
0002D1B2 00C6DEE2
00974236 0121F13F
002200D7 000F9333
00D9E6C8 05C0B4FF
00A5186A 01AACB8C
009B6FC9 0040B97D
00A9BE81 00115FD2
00055CE8 00AE7C17
014C76E0 000CBEC0
00A47A65 008C8A39
001D55FE 03F0BD98
0158984D 0011FDE0
016EE7F0 0058C03F
0017BEBE 005552A4
0223A93E 01525C21
00AC4A42 014F446D
000FC82B 005B0982
01AE6E74 002C9B6F
00391B7F 00D9C322
00CC2F12 02114BA3
00451845 037C6E20
0044C794 00081A9F
00774663 0039955A
00B3323D 005CA57D
00775BFB 0037CAEA
0018E9E9 003F96C4
00B8E6EE 00F8F95C
00226FA0 01816749
00089D0D 01AECADA
01108712 00852AA4
00163F75 000E7B60
00DCB415 00A2A02B
014487C5 01B1F623
0002466F 00B96A43
0050BBCA 00079624
016FE2B0 02A46C46
00611BC2 020BD7D0
0067560A 02C717B4
0385D777 00295FD2
0078A685 007113E0
00B39502 00698BF3
005E15CD 01702F8D
010E52A6 0034E302
02135111 0223E3C0
0398DBF9 003F008B
0014DC41 0066E62F
00EDAB35 00658A75
0091FDDE 00544C13
0019543C 013ED65B
002D55BD 0146119D
03656554 0245C790
027FCCBA 00EE4651
0148BAE3 00765CBA
00A854A7 01430B8B
0014FAB3 001E93E6
007D5EE6 002BA7C9
018604AC 02F93EE8
0143D229 03011D39
007937DF 04EFC8D0
003C410A 01252CB8
00F6E4CF 001E585E
00B3FEB8 000C363C
033C363D 00C91E43
00A0AC7B 004A4A13
0002E72F 00155CE9
005B4A4A 002AB79F
0148B560 0045A4B7
0043E7B9 025D99D1
0118FCEB 00802702
0093BB61 01050A2B
00D982B1 00134FD5
0009E798 01070A3A
008BFA04 004A4B6C
0050B459 019E30C5
0116AE7F 021ECC82
01996D18 00181393
04634604 002E2790
00565070 00777478
004D2C94 02F276F0
00310117 00B5F449
007D89C0 015F09F1
017A252F 00C3C020
0125C078 004828CC
000F225D 028E3611
00388848 013D8D33
000080B6 0076E2FE
0035912A 002A69D3
0119DDFA 0072C51E
002719B2 0054F0BF
00CEFB05 0074C368
0076F237 006FE203
014DBAD9 00B8EAD4
003DF307 0122FFB3
019D224F 020F64FC
00EF7181 0196C1A4
012206A9 011B1747
00294824 01701E0D
0083EE86 000F4BF6
0077CA5F 02277962
009DD7A0 0034B568
0083BDBB 005323EE
00F73099 03C5ADBF
002ADBFB 01214D67
02492508 00584DFF
00773350 01020CDE
0186BD60 040DE90C
00329A1B 004F6830
00A1CDB2 00DE671C
00DBB785 01B11059
00AE6761 038A4D6B
027D3418 004A323A
00C9FC5D 011CDBEE
0185849E 002D93F8
02871C99 0012E553
003CAB59 0055CE8F
00117110 03B9E125
00688AE2 009D202E
0217D3B5 0084AEB9
003FD0D3 000351ED
01013821 00AC2BCF
01DD1D09 02960D65
00D96787 011F4AC6
00B84252 00A8BF15
00365AD7 0143EED6
0167AD90 00EB3C9D
00D8326C 0036278B
042A42EB 00E103A4
009F3501 0233A4E7
0017A493 000178CC
03A2F0FC 02A9DEC0
00ED43FD 00FC0A27
002AC88A 00B4EE54
001A7B52 03E6611E
01151C51 0063C7E9
00B38439 039ADCC8
012B5B26 007C059A
0045F5E1 01F5328A
0047DEF7 00593C24
0039A4C0 00ACB9C5
00D8A6C3 0020EF9F
014A6F37 00F2CC27
0135F20D 00DF6129
00871AEF 006993F8
056595F7 01E114DA
0058B45C 0059D73D
0182E26B 02F64163
0094C3BB 003D081A
0063D7DB 006C8159
03987211 005202CE
0099C5A6 004136E0
000446A0 008E8DCF
0073597B 0028F53B
00B1FB06 02A005A0
00101F12 02D1C7E5
01384EB7 002886CA
005D32F5 00324A00
00468876 014FC9F4
0075594C 01423D27
0161BAED 013EEDA6
003926F4 0018397D
01DA0593 011C8404
01F823EF 01E1EFF4
023CE107 00F4ABB2
011F7BD0 0205533A
00BBE84A 003C39D1
02621DBB 00AC56D9
0057368F 0104B91E
01176AEF 002FB5E3
007E4BF8 008478DA
0045E0D9 001F1A7E
000E702D 0062D1F4
005C4CCE 00092161
0163AD77 00295178
01853D5A 00A06C2A
014956BF 022541F4
00FC7B6D 02294555
00D711FC 00258618
0115B901 003FBBCC
01DD7CF5 00EC8C44
001F08E8 0077B074
000C45AF 004DF605
0015FA3B 00E896C7
015F8F9D 0115DA10
00269A71 00F37DDE
010B9B90 01D8B5E5
0125D8B6 02232B3C
0008E400 013A058E
00753F44 01B37F35
0099EF73 00ED3E02
011D0D17 009B6735
00085DF0 001FB5DA
028B18ED 03C313C4
01811595 01299270
00E80073 006EA937
0374AC1C 00CD57EC
005C78BF 002CC5F5
010EBA0E 00FF6238
018CAD24 001A2606
0019B0F9 004C86AF
00216865 014E76D8
004F2838 00985CBF
02F90988 015A6463
01128680 00A959AC
0078A066 016D9B4C
009B3B19 009DC9C9
003BB803 024C8C30
00852069 00695A95
01441D2B 037D35F4
024CB918 00637BD8
00EF80E4 0282AB01
005D4FEE 01965972
0077950C 00DFE577
000A86B6 01A978E5
000C961E 00010F39
00DDC486 008D3F49
00DFFE25 004B5E7A
00049C5C 0124ED9D
0054163D 006C54F3
0019C626 007C5B1C
0211405E 009498E2
0203B4B8 012BE913
00B78124 0155E0DE
00192A77 012858DB
00812724 0042FA0A
02804DC5 000D0DEF
00486533 01972300
0107805C 0013C4AF
048AA0E4 014BF577
0136C484 02B43F28
00223886 00FA00C6
009A3F8A 012C232E
0063B42B 00592343
002ECE48 00D63E25
00DB017C 0012D86D
00063875 022FD7C6
0284477E 01B059E6
00217659 003BB915
00AAB865 00500F18
012C0DDC 00DB6A60
010D46ED 00175EEF
0061D8F7 004B5445
017DB5C4 00404B0E
00794E6B 02DB3362
00FE4771 025ADD16
00E85ED3 02C6D303
010E733C 00298C04
009EFA0D 007CD597
0019CD17 00620A4A
002F38D5 00AB4706
019E235B 01905CA0
00E1B92B 01F3F7B9
0062D3B5 00D0DF5A
030BBACB 002E68D7
023635F9 00467F52
0098212E 011207AC
00637004 00A24D4F
01BD679D 00372659
038C87DF 012722EE
00C70831 06B09B20
012B9D17 014AB6DA
029468C3 005B8752
016FC102 0038C58C
00E2493B 013F5131
01E18D18 02444D11
0183E30A 01498177
002D3B68 005077A3
002920D4 00A609AE
0184C22F 000F6F11
0035F5D9 024E49D0
003E906B 01E5194B
010041C4 00401F85
009B1DCC 00576877
01B0007C 03217FA8
00643F03 004808AB
0134DA04 00737BF3
00F4E652 00DE0CDE
0072AEB5 0230A1FC
00CC28C5 0040E3B0
00058491 002AC40D
005566BE 00CC4D2A
043E697A 00C44F40
00710347 0223D6C2
006B7884 01B71270
00BCDBDD 00468E98
005C39BB 0046012B
019E2F12 0103211E
003980DC 019CB03B
0237EF98 004D0C54
00361C26 020BD981
000F7DCE 001D6F41
00DA9228 006C890E
007AC50E 007B9CC8
014186EA 0014BF46
000848EA 0364A633
00C77877 00A61D4A
009AFD9B 009FF67D
0330CDE9 00354479
00B33FEB 0348D6B1
02C1BBC4 001903E2
008CAAC4 006F829C
002CC87D 03294649
00B14B2C 00DDC3B1
006436E6 00EB694B
01093A78 027781C8
0013B7E4 00FBE6A7
0064A983 002542BF
00A5C56E 00537156
02816817 001BBF83
00A7E22D 00F2D803
00A663FC 02C98520
01AD9C30 00B49DED
01BBC0C2 013F74FE
04BBD90B 002369B0
0092FC7E 0085EFC0
002ADC8A 013B5C36
009F706C 00A78271
018F89A5 0187C28C
00C06A81 023214E1
000687F0 0102B0C7
00DEAB3B 012704F5
011B6198 00BFA636
016739DF 0098A9C5
01B8B741 02348133
01772C3B 0143DB60
032150E3 00075963
01999258 002D2303
00900E98 003B2966
000CABAC 000D1176
004831D8 00A81C17
00A6674F 06419C8C
020C50A6 009969A9
083041EA 00F71A94
0131F5B8 003968B3
000A353C 027C085B
0025AADA 0228DEA3
003DADA9 01841742
015DDDE4 0093F703
0196D7D7 00C23505
00DF5663 008EBE2D
00221E44 01FC424A
0041230E 05BAD707
00F916FA 016B1704
00ABE275 00448732
001E88A8 00688780
00E9A5C6 00B039B7
00804F50 0055B6E9
008C4FE7 0024D31B
000AFFE8 00543D80
0135BA59 0033D47F
02102041 001ADDDC
002544FE 0092C49D
037649D7 0098B0FC
01EDAA13 008B3306
000466F6 0006D038
01735580 0001336A
0115389C 019C672C
0029AD86 013B8C1A
01AC1649 00A13318
004D9A88 00A94C09
006A7331 0114CF24
023C9DEB 00BC5BAF
01199E1B 02B25115
00957F9F 003A6F38
00010530 002EEDE7
002077CD 01922EE1
00B7165B 006A022C
0019FA12 009D2902
00275C3E 00CB7CE7
0072C0B3 00D7CCC4
001AE38B 00274F95
00564CF1 00AC549C
0022B5BB 002B2BB4
00971906 0079870A
011E5A59 0071C72B
00DDF151 00A38FBB
0010C2DC 00980342
00ABA6C0 00ABE861
01540019 0088849D
003AE682 00189B6E
00BFF3F9 005788B3
003822D4 00E88CA6
00291567 002E5F69
00CF9E2E 0189FDA9
01E147CF 000AA451
00482C57 00C03247
01F363A3 0009B0E6
031A9229 0194D8E9
001AD05D 0031F9AF
0176830B 00661A84
00A6920C 00DA37B1
0118CAD1 019C8B15
001BC842 00B2DC53
00643BA5 00631C51
00394819 00BB88DA
00762F60 010F160E
003F19B7 003AE3D2
00D1DD89 0521C79C
01180287 015BFFFB
01148C64 00B1E8F3
0011C9E8 002BBBD4
044960C8 0120EFBC
01364636 0033D595
01A8E613 0149B70F
001ED880 00123B7D
00AA9ACE 00CE3609
018477B8 00C626A9
00625169 0093CF1A
00FE5A06 0111D34D
0115C1B9 0000B20D
00E477BF 04170AE2
047F1954 00167E35
007C8137 00560657
0016C328 01D182B9
00DADC02 017506C1
02C7AD69 007427DE
0460B8BF 0081A11B
0136CEFE 00C69B74
0133BADE 00E9EE84
003598C4 0059FF65
00B28EFF 0113E95B
0359DAD6 013ED24C
01FCCC17 0026F97E
00351EF3 00A59AC9
0141BFBA 007A21BB
015C3BEA 012AB520
0187147D 0005F593
015518D6 01D25AE3
01962745 0037FDDD
01640F59 010F69F9
012C9E83 00279463
0016AF0C 01BD901A
01932528 012D28E0
008E94F9 004780B4
007A14DA 004EC9B2
0178ED6A 0022F277
003B9BF5 0008D722
00967BD2 011FDCA5
014363B7 01D2BE23
00B01B0D 0083FFB6
0063626D 001FB1FB
02819AB6 0133879C
000C6C98 00F434EC
007A3438 024BBD09
036472BC 0040A686
03AC3A7C 0054C2BB
00E7E7DE 0120385F
002A1D5D 02E16C50
012853C3 0034CC4E
0022C775 00FEF7B6
006BEABD 02E55FF3
002E77AE 0116CC06
018B0711 0048435B
01A0392D 0034F9BA
00866053 00C08B0E
01A9E23A 02F4E8BD
014105C0 0064CC6C
003A53D0 00E3359B
01FCCE06 026F342A
00392A7C 0244102A
0116BE74 00CFF22A
01B26708 00A5109B
02064032 006CD82B
006C3C58 001B593E
0202DD6A 00CA7E42
019AC653 003EF894
005F3E72 030BF31E
0287EA35 0050211B
0016951F 00DE0282
01301A29 00604A19
00787728 019BEDD5
00CE8CAB 03D05660
00517D38 00CF553F
00594DC0 01DA5816
00C93E60 0002FCC6
0088BE24 01043BC2
00041A41 00CE00D2
001BCA73 00498487
0008111B 0163D916
00D34F02 001BA262
00614CD1 00564E0A
010A5046 00063570
0001F7C5 06B3EE14
01753B2C 012FDFCA
00528809 01ED5754
00050AA1 0218B8B4
000ABC02 00444C02
010489AA 000249F8
01446819 01CA7689
009242EE 00279F9B
00A5D60A 00EBCCE7
030AAEE3 010749B8
031289DD 00F2E636
0020DAFC 0017D416
000D68EA 0023F35E
0118218A 00575794
01F56785 01B7DB4E
00C555F4 00B51B76
0231BFCD 01293A6B
00452022 025B5192
0097883D 03567A6B
0276508D 018F1C6D
00360B32 00F59655
021C2AB0 00735552
0018AC82 00BF7D55
000B29BC 00790522
0022A892 0002A52E
018697A5 01DA26BF
00EC0368 003B4965
00266D98 0089E5E1
00ABD8F7 00CD9F43
03F05FE0 0056FA13
02FC3271 012575E7
003BEACC 00AC138A
00701172 015AA40B
0132689D 00091576
00BA982F 014A2C32
00372B92 02275D62
01611F3B 009BC6BF
022D3C05 00ABF089
000D1223 00353C8D
000792DD 0092A7D2
00E14595 0093F4F4
0138D3A9 024620B2
0118011B 016C7FF2
00061676 00A4CDFA
00902A6D 00119952
007B2690 00EC0541
00571190 00223FD5
007E80D6 00616D0B
0247322B 01909DD4
00831D84 0249728B
00173809 035396A3
0132C504 0147D347
01AB1BC7 00302E3E
0050B90C 01A4359C
007C026B 002250CC
014D5F1A 00B27F3F
00344FF2 01A7C8DC
0040D774 016FE4EA
02215B2C 0021C236
019881CA 01417A71
01373B56 001E738F
029E0457 0376BDA9
00534084 00A81306
021C5DCF 01434C73
00595D44 002EEC1F
00B8A386 009E7BE1
00B277B9 0059CF85
01BD4124 01AC8CE8
006E89B6 01FCBEC1
023EB82E 026C77FD
00F01293 049B6BB9
00C832D5 000FE799
020AF2EB 019703D2
00D185B8 0012B8A0
005D4069 0038FD34
007C5156 038D2E5D
004E004E 011B3D9D
012A517C 07034633
01199D9A 02FA35D1
0455BE8A 00009150
00CFF560 0058E963
01C2F7BD 01341F51
000AAE59 01A4F433
00FADA83 0090E968
02E7898B 002E8AA1
02C3F98B 0140604A
006C5D2A 03146622
00B1351E 0122D8D6
00F7AD42 00E534CB
01B71137 00156952
0005AFE9 00036600
01DBE6E9 001B0EFD
00F94445 00756713
002FC1DB 01D8F032
00B85110 0099DA7A
0048D8FD 007DA592
0067F41C 0020E796
00B0BD7C 001629B3
001EDF37 023E4048
00081C97 00642DB2
003A394C 0072FDAC
01033F2F 013E1C78
004B4EC3 00844373
00985076 00953ABB
00E76C1A 023C5301
01993C5B 008EE94E
022114CF 0020C5ED
007ECEE0 004BD648
00AA8148 002D3C8A
03330662 00B8624A
0001559D 00844B38
01007995 00F8949C
009E9E4E 0079E790
0059D53A 012245C4
007A6179 007772DA
000E6AD7 00BE3A4D
008758F0 008B4FDC
00C174CC 0032F411
0089D7E1 00B4521F
015D38ED 00CADF13
006FF88F 020149A9
012CFAA6 00430E3A
021F685D 03391E12
0007B817 007F6A7D
0206B2AA 0025F2EA
01063DEB 014D2417
00454FD7 002E3EE6
013CB855 00B45142
0016A678 01CF253E
007AEEEC 0031BF97
007D4A51 004FBA69
01DAB222 00F99A1C
002DB739 01C7A503
01A8D529 0124CEA9
00143DC3 0060AB9F
01091149 00CA2936
032D18BE 01A05520
01B716E3 001B944B
00620CBF 00231802
016D1001 004CC10B
013838F6 00CB224D
0010EC7C 001CB0EB
01706F9C 00144CC3
0053DEEE 00CAD81D
00C9380F 004B20C7
00A2121F 01920575
0020C2E3 0107E694
00F619BF 01149F76
0461C8E6 00D467E6
02259A66 00381CE3
0171F29D 00E42F8E
029430E1 00868BBA
0040C493 00723A81
0038C294 036ADDBB
008F8886 004F34B3
00D3F51A 00271F05
00B4FA09 0002958D
00BA2118 0130DD7B
007BF74E 004CA06B
006A79B0 0020EA62
009E7201 0010C551
01B0F049 001219C6
011A17BA 00CE382A
0027997A 03210555
05DFE62E 00122FBA
03749D0C 006A2FB4
00BFAD8E 04A974D8
002B7F54 00F781EA
0112B4EC 017DF4DB
00F991E2 01DD413A
009842DC 013BA01F
00C526D5 00750560
01A49789 00E0BC8A
0441805A 00831BC9
00C41EA2 00556DC4
003040D4 0028294B
00F68D82 00653DC0
02A1EE29 011D0B7D
0051AFF4 021E7265
00824E02 005E442C
00298A9B 02A69C6C
0060A647 01B8E3DD
002DF565 004257A1
017C8470 005633AF
002DB9E7 03D735CB
00579535 011EB5D0
02EBA767 005D5BC1
00102E68 0034E5F7
01FB8F1C 0049C3E0
00BDAA9C 0042A48A
02756ECA 0004CEB6
004CBBD1 001818BC
046D0BA1 01C5B613
00E9AFF4 01317D90
00CC9893 02D86554
0035A25E 02452C3E
011912B9 01D38E4C
017D4F1B 01441B8B
005AEED9 00646D83
004E0B86 0128CCF1
00776B5F 018262E2
013DD4E8 0049B809
014F913C 0090A577
01E37C4C 02B8ECE8
00DCA60A 00C1FB1D
03628A65 00077203
00D11977 00B93B49
00789220 00A8C4D9
027B453E 003D1042
00468B03 00EC68FD
00C4482C 00A570C9
007F4722 002927E9
00175DC4 008785B9
00AB209E 001D0C27
00BCBED0 0005DD8C
01783144 0283880A
004774A3 02F755AD
025A2788 0018EEAF
004B6150 0241250D
00774399 015E1A79
02D6B81A 01F7B354
00C064BF 019D4B34
00515DAA 006A2ECB
0225B98B 025878BC
00AF453B 014D8A48
008FDEB3 01DD5262
009A0509 0019898E
000177FE 03725CC3
00488FDF 01D27A2F
00658C32 03F9C2FA
03105570 01362F5A
0259CC5C 00B02FDC
026D59C8 00120E40
0283C7B5 00AB7669
004DE6FB 00F3CE2B
0036ACE3 00CD1188
00C98072 0001D26D
01DDEC06 00A3EF63
000A3787 033C5885
0078850C 02B2821A
02E0F2C9 00022ED1
01370D99 014D4020
01B112DB 01B76734
020F9702 0009D03C
0018534D 02EF742B
019EE685 00E498E6
00E58C90 0187CB2E
002F141E 00B09FC7
00683CF4 00497795
01227203 00344975
0059E462 029638F1
0018A2B2 002C49C2
00429D47 0250A056
00FB9C4F 0195DFB6
004D320F 009EA157
00012245 000F221E
006DBAE2 0041E609
010B2489 00A53042
01CF99EF 00BE0912
006D1E29 00BEE44A
039B4BF8 00185217
01EBAAEF 001E2D31
00F45F70 00D32993
00C6203D 01049DC4
011A43B1 02367E2C
010E0952 004D87F5
01E20473 009F538C
003D0340 00442EBC
00EF5809 0229664B
008F4F4E 00D5C4F0
008F76F9 0018C3E7
00FB6349 0087CA34
006873AF 0067EEE6
0096EE64 01872397
013E7EDF 00EF1BDD
006D70DF 0156A25A
00524825 011AE172
00C51797 00641AF2
000BEFA9 012B1029
00513621 02707643
00E6097C 00174FA7
00D05DEC 00A4187F
010AF0D0 016FD662
029DCC41 00D9D49C
0006E353 00C0EDA2
003B9DD5 007BEFD0
003B65E3 02FCDB91
00B53204 00257096
00D76825 0089AF71
001D4154 0021BD26
021CE5FE 02823CD1
0034AA24 00982444
029CE6B0 008C1904
000A8E8E 011EF97B
0086711C 00551DBD
008DE725 01376DBA
017D79E4 001165D5
019F0E9F 004664A0
0125B0C4 025A7C79
01C4C8F2 00D1D577
00479251 000BC9D0
00E2C1D3 0096A14F
004C6D8C 00171237
00662256 00EC687A
025C5F02 014F53FC
005BF280 018FB226
002914E3 00167932
04868A9D 01140E8A
016EE1C2 0123884A
0143A8FB 0021B127
00FE8D2C 0099A5CD
05F7AEC1 001D28AD
01193B80 0005D8CA
01945210 00AE06E0
008EBF31 0006E1BE
0014081F 00091824
02361773 0264D65E
003F8007 013513F4
005BB338 0087B2C1
0043F3B9 003F9C1F
01223385 00248B1F
006E0D6C 001F7851
038DC0E3 011A8395
00AAF933 008E8E91
00241D9E 00C275FE
00E201D9 00A2E410
0031227D 0012D265
0021B603 0000ECB7
005E4A2E 004AE5C2
0056AFBE 0140F41B
00852B4E 005B7E1B
02A44554 00A8AED1
0069D41D 02441DA8
002F15D4 036451A8
00846CCA 00C76382
00A8880B 023B6CF8
0022F8FF 00B0B07F
016B4BD7 04560791
004CE2B7 01376981
0050DB70 0063C2D6
022025F6 016936AC
000676F4 00C048A2
0077BF5E 01F7929B
003A8A98 00155DC5
00E834FB 01A2BD54
00D6C666 0110C5B5
000BA49A 001A55B9
004EAF96 0099255F
004C0C67 0050EF1B
005B278D 0134B8BD
012FEB7F 02BE5D47
0082621E 019C7D4A
00FD0A2E 009030E5
00BB26FF 00B003F4
0089F07F 01D90FE6
000022C8 014FA6BE
0032E40B 0145B9AD
019DA789 006E48CB
0034C846 0011B92A
00C03195 00DB2A83
006F48B7 030CDCC0
0073395B 03E977EB
0185D925 02C309E7
00143AA7 003431BF
01FBF352 00B191DB
00C7444D 00ADC270
03978B0E 00AA50DB
0171B451 010D351F
024A6CE8 009ED954
0177935C 02D5B21B
012211E7 013A2EC0
00E0709E 00B778E6
020BB0EE 01EEEFE0
0036EE69 00219587
0042735C 02F687F9
00221B57 0163588B
005BFF7D 01151ADD
0175F120 012D28CB
02B03035 00B1B6FB
0250FBE4 0101C3C6
005B12F5 026131F9
007A203A 00EF69AD
00F089BE 00BD8D43
014C4D06 03005C39
00614A3B 00A84CA4
00F6D496 009D9738
0311B24A 013FFBC4
004A7201 01428754
012CA561 001DE329
00B404B0 0214C551
002F12EB 0163A572
0246B708 00A0CEF5
008A4206 000D2C79
079112B5 001D7288
0040F5AD 002412E9
01A63F55 00810FC4
01E4F95D 00CB8528
0012F112 010A29D9
009F7494 005964D2
007883EF 0023A483
025A9D07 002281D3
00BAFCD7 0001EC41
006FF21D 002E9966
00C8C21E 007CD342
009E0222 00BE6330
0074BD6E 003BE5A7
007F2EF9 015EA563
0104609E 0062C36A
01561580 00A6CAA9
00649137 00C4067A
016DA094 010B243F
000292E8 00627153
0348A8FD 018EA53F
01438433 013AC0A4
00C9E17C 00A138E5
01204873 00602EE8
0194B2BA 00CA3329
014A74C2 0072BCAB
00530B46 017F83D1
017BA928 001F0175
0453E293 013E15DB
000BB2EE 024AA2E3
00B67E64 00514C1C
0090DC05 03C20D6B
002EC302 009D2B39
003E7CD0 00A3C616
0097DF1C 0034EC84
007832BA 01DD048E
00FB9E9A 003A4A20
014E6373 002AB0ED
00469E2C 00919A67
039017F5 01C4CE2E
00586A7C 012C1A25
0011A4E3 00530BBA
00115160 0220F54D
002E95DD 00F8B789
00564B6F 007F2327
00456919 01F9263B
00049B25 00C6D879
00324BDB 00D36B35
006EABDD 017074F1
0173CB97 01F7C00A
0027B084 001B3D34
0110D4E5 004BC938
006AEB35 009220DA
01118931 00D4C2AA
028167B5 00438802
000D5545 00C53F80
019186B6 01540DA4
0150D3CA 00814E23
0090F996 0069ADC1
007818B1 00878083
018FB1D3 008F6FD3
03753E96 002283A6
004D3EB7 00133EDC
00A65F3B 011370C3
0046278E 002BFD9D
00F3E751 01794144
004EA309 01050DE8
013F6EC0 022153F7
00EC04AA 00A505C5
0053877A 00C4BFCB
0307ADD9 003E4946
020106DC 01AD5477
000D37EB 0152F144
01906FB3 023A9C13
00116210 001057F1
010112A3 00221803
0003E1FC 0059790A
01E8635D 00427F19
00DB431C 010181DB
00893A3A 01E1E02E
000D5635 00912B2D
02E6214D 00466D67
0131FB0E 003A6290
01900840 023BF9E9
02769212 001AF765
00B70E08 000CC18A
0090681D 00E5C651
017BF9BD 003902CB
0003381E 01969F1A
014A0C44 00155549
00EC37A4 010632C3
00D86300 02E379D6
02148345 00F1BA54
0089A167 01F44426
017CAB5F 011178E0
013844D9 01269C86
001E6B28 009202A9
023B79B9 0027334A
01E340A2 028B1851
02629F88 007ECBD9
003B649B 016B7CD3
00E562BB 00FA5DF4
00608240 007C2370
00AE678B 006D4DB5
049300F6 001F9C21
00697B93 006EBF04
003F5847 00077DF0
002567D7 026EAD3B
030A6D62 00257A65
001D25AF 005833AA
00E8AB65 00184A2C
00F4CADA 015ABCF8
002B4DFE 004B7D1D
00824D45 006F279E
01CE7A64 002BAE04
00798904 01544543
001C4033 0150DA32
00835400 00B74C5C
005BD385 009E11C7
006EDE4E 009D9E75
0054D640 0326AD97
004148F0 013D6972
02EF4948 0042D8A1
008E1D2C 0050D057
00B076F3 00624850
01938E53 02AD0252
001B2723 010C5B30
0097EC96 043FD675
01BFB3B8 016CFB03
00CE6DC6 00573B48
012B764C 01F32005
00A4B3CE 02980390
01080D1A 0106F249
0189FCAB 00BC03A2
00136310 00E6D538
0062448A 01374098
002CBF8A 0124515B
00D5976A 035FB380
007AE70F 03A59818
0052D7DB 00AD81B9
00D6AAB0 0155799F
00DDB166 0124D868
0064C8F8 015186CB
011E2349 017C9AB4
01117659 082A6CE0
0003FEBA 01B25A0A
019E279C 00CDE214
0036B945 01F02571
02CD0782 00296139
008652AC 00041FDC
00AB1D38 03744CA5
00591414 00ACA98D
004C06C4 011C0343
028432B7 000D8E7A
00FBC79A 0182ED7F
00764822 00D57035
0027DD29 00D90D5D
00520610 0058FB7D
002703FE 019E7951
00B385AF 0097B11E
000A9649 0009AEE6
018945BD 0045EEEF
0069FD3C 031DEE07
00EEEA83 029B2179
01295238 03269188
0045C6F6 00996FA8
00DFB60A 00A95C58
040C38B9 001B6C35
010B083A 008DBC82
01699959 021561BE
005B21B0 000C751F
02509849 003BFB5E
00EC32E9 010EE533
005A6D43 002B0BB6
0110055A 0047733E
009C0CAC 005B5EA0
021D2EB6 0050D9B2
015D7962 005893FB
013741D3 0163196E
002F8474 00CAE8B6
002CE502 000B9BFB
00DEB190 00B68A39
00C44101 0016484A
01D01354 02670821
0050A88E 002049B7
01A37E41 06A7DB03
00E7E15D 0114E5EB
0008FB96 0086DEB7
00DE1B22 0187DAEC
00AC5317 01EA76E2
0054F45C 001CBFC4
0271F3CB 01E3839F
0004CF96 02072E52
00F43EF9 01C8F943
0120D03A 010F1AEE
0002C32D 005DA456
005BC512 001F22BD
001AB0DF 0008514F
003F0C39 010FC619
0116A4A4 0184ECF6
0149BD25 00B5BFD8
000EA413 0031A0CF
0048D94F 02A29CBC
032009A8 0096315D
015472A8 01C81B0D
01D20BE9 009CF861
0091A7BE 00273AE6
001DDC2D 01D7CA2A
052F65F5 000FE20D
01F89729 00409E88
0286BD7E 01A20EED
014D64D8 04C08687
009E5361 001F0D97
