01B4 1014
0985 1201
023B 0BE8
0A20 02B5
0415 1C91
0679 0C9A
450C 0451
1A92 087F
06FF 0AC8
1234 05B3
19EB 1452
0174 03AD
0C83 06B0
1FE3 0576
037D 0316
03E1 15BB
0E0C 0D99
104C 014D
1331 03C1
0280 0516
0315 2417
035F 012C
0094 0F0A
0260 0061
0FD2 27F9
0EBE 0D48
4C54 0277
0C83 0951
05FC 02F1
255B 35BA
1AC0 04C9
037A 0549
22F3 11D2
0117 3B1F
0DE3 1BEF
0E95 1598
114A 0AA0
0592 0DC5
5D02 0392
1DE0 0A02
1915 645B
100D 2B8B
10A5 1C46
170F 05F2
0105 04AF
08C5 01BB
1A4D 0459
0130 1BC1
03E9 1065
078D 11C3
016D 1644
213F 2EB2
02EE 04EE
06C8 0E26
0926 0825
001E 0EF8
0068 11F5
10B2 0047
0A93 061A
08AC 06D0
06A4 0078
0319 00D0
1755 0532
5217 024D
078F 0911
136D 0C3F
1E1E 1BA7
0D36 0246
0598 173A
12C6 0CC4
2830 1C40
05DA 0053
001A 052F
0357 1AB6
0FCB 214F
0B30 01BA
32E5 04FE
0FE3 0BEC
16E8 1DF8
1367 068E
0CFA 1A12
04C8 1859
0FF2 151F
06C1 1324
0371 3066
2676 1E12
03AC 0A95
0AA8 0040
0EBA 0486
0293 01C3
045F 061E
0BB4 0B3E
12D0 268E
0C9C 0E6F
0DBC 092B
0443 0A7F
05A4 3278
048E 5532
2868 00AD
02EA 29A1
1939 4867
1B43 2406
24F2 28CF
141A 01EF
025A 0367
1D70 0364
02BA 01B7
03CD 0559
0DE1 106B
157B 0FC0
098C 23DB
090E 0D11
3417 1427
0414 0B76
0C13 2219
0D97 13D1
0026 32E0
6E67 06C9
0AA6 0785
1B1D 139F
1423 0749
077D 06F3
0432 0166
2185 1419
12A1 0AA3
0C56 019D
10CD 0F4E
1BA3 058E
049C 15F6
0997 0514
23F0 3DC3
22B8 4440
060C 09C5
0417 0095
21FC 303F
1377 1995
06D9 03E3
07BC 1B38
03AD 1310
15B3 031E
00C6 02DD
09A7 0A4F
134B 025C
087A 0B77
0EE3 0E99
15A1 073E
003F 00A4
22E0 021D
3B0E 053F
07D4 207A
021D 042E
0F56 1F08
2495 0B39
1546 01D8
251C 20DF
0930 0099
05FE 1248
0838 089F
0D3A 0603
0FF8 0267
3C93 05B0
07A8 06DE
0134 0CB3
05FF 030B
0228 0783
00F7 0868
01CD 0A93
0540 2622
1145 0336
0766 0542
0761 1ADD
2426 0932
0B92 1497
0978 0003
1A61 15D4
0077 08DF
0149 0424
0A1B 149E
264A 12EE
1569 144C
08E4 225E
01EB 062D
0313 08AE
08BE 01AE
0CC0 12A7
0134 1884
1138 1695
0005 0D8E
1301 0F71
19FF 0241
033F 2850
0296 0358
019B 059B
25DF 0661
04D6 0E5F
0744 2B38
0288 2F9F
1649 0B16
03BF 0EA7
2212 1D02
0E60 000A
1409 069C
0B37 0CD7
0D7E 32A0
0EC2 18CD
14A1 11AA
247A 2B6C
1057 059F
1CC3 15CB
07A0 068C
019E 0040
05A2 176D
0EA4 108B
05F8 05D8
10DA 1942
06FE 07B4
077E 0695
184C 0EF8
0121 0B94
156B 0E20
05E8 08EA
00A3 063C
1020 05C2
1559 1839
0F22 0683
1093 0611
0399 0C43
3477 0209
3F7A 0BBE
0964 02FA
0764 1004
152F 13C4
1500 22B8
0311 0F07
0337 0024
165C 073D
14CD 20AF
008A 00CA
037C 0E36
024F 2453
017C 01AE
3644 2DC7
0001 12FA
0DC5 04F2
01F0 01EF
0254 0F1E
11A8 3228
006A 15B0
349A 15C8
0B24 01AE
0687 0760
0256 030B
1EEE 0F0F
0104 0E1F
2DEC 1153
1648 0138
0EFA 1368
0242 067E
0338 11CA
1718 1E46
08D3 01DF
0783 232E
1B92 2A40
0CBE 1563
016B 15ED
2E03 0C67
06DD 2E52
0348 0031
0769 0B66
04B0 1450
052C 02CF
0634 2699
347D 0A4A
0834 18B4
0526 0B64
024E 04FA
0254 0406
0ACC 07EA
015B 16C8
242B 1220
06D3 19D1
103B 1F1B
01FD 0522
0945 1172
001D 0B26
0557 0B45
1A34 18FF
180E 1C75
491E 1526
3412 0812
2FA7 0B10
0871 0065
1161 09D7
04F9 18CE
1A70 0883
275B 0C68
0574 02F9
12A3 24E5
1501 113C
1A00 25B4
04FD 113E
0BBE 0EC2
0BC0 3A21
0795 006F
0386 0391
1C32 06A8
0047 0780
0F48 00B8
32E1 0162
117D 014F
2246 1776
3CE7 0D6E
06D7 0D8F
0846 1824
0B73 109B
05BC 03D2
0E1B 0746
0086 321A
327F 0667
20E6 0BD2
07DF 3DAF
1839 093D
203C 0D65
0CB5 1F74
179F 0E9C
28E9 03AB
2051 0CC2
18ED 1E49
2D4C 040C
3331 14DA
1254 1F07
07B3 21E8
03D3 1776
2EA0 05EF
103A 2B4A
1418 017F
29A8 019C
057E 0D17
024A 093B
299C 16A2
06C7 04AF
0D78 0098
121D 00A2
4030 0A1D
10E8 0910
1033 3192
32B6 2DA5
2353 1320
0935 1B0A
0CA6 1F07
2203 2860
0971 27A5
01D6 1354
02A5 0179
093F 2021
1372 03DA
0CA0 3775
080A 04CB
0BDC 013B
1460 1616
0F78 10D0
11BC 0EDC
0F7B 08B9
006C 20B7
09B6 1BDC
1246 02B9
0499 15C1
0178 2EDD
10A2 1665
053A 14A8
2313 0190
297C 1E4F
03CD 2669
038A 26BE
20CC 0053
1195 2E6B
0BEB 1264
18D5 0A98
3BAD 021B
247F 02F9
10AD 0794
1C72 019A
1BA4 0FF7
03B9 0160
0448 060F
4A41 0275
00D3 079E
0C74 0C75
0A9D 0883
00BC 011B
08AD 12D0
0C32 0BEE
03B2 0064
27D4 0396
0308 079C
116B 0089
0E00 03C5
0E45 08BD
30B0 1E8C
0259 0139
08D7 1502
2BF7 0287
1DA5 00EF
0025 1A1E
36C7 02E3
0378 0199
00EA 0E03
05C4 3214
05F0 0C9F
076C 0C63
1FC2 1775
05EB 05BA
0217 00B9
067A 2B43
103E 0821
1ECB 06F6
0A38 289A
1D73 0AAD
18F3 028B
03AB 0D7F
09EE 0475
2AA7 03B9
1678 0ABA
0B05 00C5
1545 03D6
2664 4CA7
133A 1633
117A 0387
02B2 0A2E
0706 006E
0EEE 22E6
0554 00A6
0605 1BD9
0EC0 1C0C
0294 13D4
0463 083B
0A78 04EE
06F6 0EFE
09F3 00E8
0B89 002D
08DF 022D
13D4 0196
0911 10BC
06AA 0123
0743 0DF4
1579 0685
0AEC 1A99
0B96 1554
00C7 6099
0255 0348
03AA 25DD
099C 3493
020D 0836
08BC 1EBB
2EA6 098E
32B7 0C73
04F3 0C86
0502 060A
1C55 11E1
07F8 0290
07C3 5B21
0822 0600
06D2 1BB7
1A74 0850
0E40 182A
0EF7 03ED
1926 1CD0
037A 01B1
008F 02C7
0C92 064F
107A 1FB3
05EE 03B9
10BB 0223
0AEE 08FB
002D 02A8
0671 35DF
0030 19FA
1370 1CB0
063D 0395
0845 126E
02B4 0912
1855 0824
0148 0C11
2742 0BF6
0864 02DE
1C07 0248
1395 0170
059E 0307
1929 01CE
0D5A 005B
07AD 020B
223C 10F8
206A 04FA
054F 0240
0E93 036A
031D 42B6
0E49 0177
1FBC 0660
0910 013E
120C 23BF
06CF 06C4
1813 0FC8
02FF 00A9
11B5 0744
01A9 04BF
0AB7 0BAF
1704 10B4
02F8 06BB
11B0 073A
1284 00A7
15C4 0638
450C 0DF5
208F 0F14
4D3C 0D28
145A 269D
06DB 039A
2F11 2301
0B43 10EB
031C 15FF
